valid_time,u10,v10,d2m,t2m,blh,cbh,sp,tcc,tp,latitude,longitude
2026-03-09 03:00:00,0.1628418,-0.7323456,279.29462,281.6761,14.16395,1536.0409,100960.43,0.31347656,0.0,45.5,9.25
2026-03-09 04:00:00,0.31573486,-1.0171661,278.4928,280.53027,17.05598,1344.5763,100951.66,0.40945435,0.0,45.5,9.25
2026-03-09 05:00:00,0.38250732,-1.2882385,278.34918,280.3181,20.788614,1118.5543,100931.234,0.44418335,0.0,45.5,9.25
2026-03-09 06:00:00,0.205719,-1.184021,278.64282,280.86993,20.714893,877.8947,100950.34,0.60321045,0.0,45.5,9.25
2026-03-09 07:00:00,0.02468872,-0.9455414,279.0573,281.76318,22.33586,2121.46,100958.88,0.5956116,0.0,45.5,9.25
2026-03-09 08:00:00,0.1977539,-0.4512329,278.7539,282.75665,69.923935,1531.2958,100989.05,0.57250977,0.0,45.5,9.25
2026-03-09 09:00:00,0.07539368,-0.07608032,279.67157,284.86365,209.28804,2110.6218,100996.19,0.5571594,0.0,45.5,9.25
2026-03-09 10:00:00,0.26408386,0.3905487,279.39847,286.3957,522.6433,1723.6158,101008.234,0.6676941,0.0,45.5,9.25
2026-03-09 11:00:00,0.3608551,0.8362732,279.17218,287.82184,722.4408,1725.7423,100978.06,0.90460205,5.2452087e-06,45.5,9.25
2026-03-09 12:00:00,0.11151123,0.69522095,278.97485,289.0424,853.38226,997.474,100889.766,0.8076477,0.0,45.5,9.25
2026-03-09 13:00:00,-0.16667175,0.23976135,278.7281,289.92462,972.88214,2140.912,100808.08,0.60284424,0.0,45.5,9.25
2026-03-09 14:00:00,-0.3206482,0.2193451,278.6129,290.22083,1026.343,,100756.22,0.4657898,0.0,45.5,9.25
2026-03-09 15:00:00,-0.44154358,0.3494568,278.57855,290.1927,1038.7615,2724.1194,100702.06,0.45880127,0.0,45.5,9.25
2026-03-09 16:00:00,-0.36790466,0.63920593,278.8001,289.3507,861.20404,2738.1375,100687.57,0.30767822,0.0,45.5,9.25
2026-03-09 17:00:00,-0.5167694,1.0023499,280.5998,288.23456,56.35331,2710.2188,100703.96,0.15393066,0.0,45.5,9.25
2026-03-09 18:00:00,-0.9426727,0.5033417,280.5229,286.86615,27.27401,2356.52,100723.42,0.08682251,0.0,45.5,9.25
2026-03-09 19:00:00,-1.673706,0.013626099,280.2406,286.10895,25.498219,1436.2482,100759.11,0.08862305,0.0,45.5,9.25
2026-03-09 20:00:00,-1.8111572,-0.38508606,279.92923,285.30655,32.835503,1375.1481,100789.95,0.13006592,0.0,45.5,9.25
2026-03-09 21:00:00,-1.7549133,-0.95047,280.44733,284.70776,36.50273,1363.7261,100819.83,0.25302124,0.0,45.5,9.25
2026-03-09 22:00:00,-0.14355469,-0.3242035,280.28177,284.6236,15.537851,1343.391,100811.914,0.786499,0.0,45.5,9.25
2026-03-09 23:00:00,-0.12413025,-1.0147552,279.63977,284.3778,26.576942,1369.3854,100813.67,0.83843994,0.0,45.5,9.25
2026-03-10 00:00:00,-1.1355743,-1.4099884,279.59442,284.5625,27.12582,1521.1221,100767.914,0.6190491,2.336502e-05,45.5,9.25
2026-03-10 01:00:00,-1.2562714,-0.20742798,279.58948,284.32922,20.153103,1529.3662,100760.336,0.41635132,4.863739e-05,45.5,9.25
2026-03-10 02:00:00,0.025848389,0.118133545,279.3198,284.0182,15.473396,1660.2982,100746.3,0.45220947,0.0001449585,45.5,9.25
2026-03-10 03:00:00,0.19944763,-0.36073303,279.13684,283.65314,16.053196,1445.1453,100728.7,0.51153564,4.7683716e-06,45.5,9.25
2026-03-10 04:00:00,-0.031234741,0.11128235,278.9702,283.1297,19.60361,1082.1825,100720.86,0.5248108,6.198883e-06,45.5,9.25
2026-03-10 05:00:00,-0.6249237,0.5059204,278.95026,282.79727,23.921635,999.949,100735.59,0.5884094,2.9087067e-05,45.5,9.25
2026-03-10 06:00:00,-1.0448608,0.49699402,279.2646,282.34375,28.784477,900.70526,100769.805,0.8964844,0.00012397766,45.5,9.25
2026-03-10 07:00:00,-1.5915222,-0.48077393,279.79297,282.64163,50.01461,995.2405,100802.766,0.96881104,0.0003399849,45.5,9.25
2026-03-10 08:00:00,-1.6364136,-0.40264893,280.41257,283.33133,118.99014,961.4862,100833.56,0.9323425,0.0004940033,45.5,9.25
2026-03-10 09:00:00,-2.2092743,-0.3575287,280.6253,283.85638,317.07065,426.21826,100854.234,0.9489746,0.0005364418,45.5,9.25
2026-03-10 10:00:00,-1.3840332,1.0692444,280.65564,283.6721,350.61548,421.19556,100911.25,0.996521,0.00075912476,45.5,9.25
2026-03-10 11:00:00,-1.7502747,1.0950775,280.46857,284.46136,471.26352,427.6597,100914.05,0.9958496,0.00032043457,45.5,9.25
2026-03-10 12:00:00,-2.0948792,0.9966583,281.06927,284.6028,414.54062,461.91205,100856.64,1.0,0.0003528595,45.5,9.25
2026-03-10 13:00:00,-1.5841827,1.2206879,280.97537,285.08844,395.8293,617.1212,100795.55,1.0,0.0004272461,45.5,9.25
2026-03-10 14:00:00,-0.7213135,1.2342987,281.6842,285.41006,390.53482,648.33356,100746.016,0.9847412,0.00038814545,45.5,9.25
2026-03-10 15:00:00,-0.48770142,0.70224,282.3673,285.3039,345.86664,801.5156,100740.45,0.98999023,0.00027179718,45.5,9.25
2026-03-10 16:00:00,0.3416443,0.24523926,282.2839,285.33167,110.99512,1429.7236,100702.33,0.99401855,0.000118255615,45.5,9.25
2026-03-10 17:00:00,0.7826996,-0.5368042,282.2888,284.7334,64.58076,994.1545,100721.5,0.97927856,5.6743622e-05,45.5,9.25
2026-03-10 18:00:00,0.831131,-0.745697,282.0692,284.61304,59.33288,918.4547,100755.32,0.92108154,2.6226044e-05,45.5,9.25
2026-03-10 19:00:00,0.8141327,-0.76174927,281.98828,284.0954,42.974537,587.4178,100816.65,0.89837646,1.001358e-05,45.5,9.25
2026-03-10 20:00:00,0.5565338,-0.7668457,281.7638,283.05548,29.379503,528.3605,100823.16,0.78982544,2.861023e-06,45.5,9.25
2026-03-10 21:00:00,0.3876648,-0.698822,281.45407,282.87408,22.335514,448.436,100857.91,0.70602417,2.861023e-06,45.5,9.25
2026-03-10 22:00:00,0.6680908,-0.002532959,281.19263,282.58313,25.623213,714.1332,100867.016,0.5340576,1.9073486e-06,45.5,9.25
2026-03-10 23:00:00,1.101471,-0.721405,281.2458,282.71985,23.889439,601.5893,100862.97,0.3701477,9.536743e-07,45.5,9.25
2026-03-11 00:00:00,0.95114136,-1.0891876,281.09927,282.3725,32.355545,494.09467,100838.75,0.4992981,1.4305115e-06,45.5,9.25
2026-03-11 01:00:00,0.79556274,-0.56552124,281.22574,282.3277,26.804138,453.98254,100835.4,0.46121216,9.536743e-07,45.5,9.25
2026-03-11 02:00:00,0.685379,-0.2795105,281.10306,282.1407,27.203558,401.32294,100807.414,0.5442505,9.536743e-07,45.5,9.25
2026-03-11 03:00:00,0.5908966,-0.33447266,280.9009,281.8942,28.424797,397.33398,100798.78,0.69433594,7.1525574e-07,45.5,9.25
2026-03-11 04:00:00,0.52867126,-0.27131653,280.73123,281.63745,29.39434,349.05396,100804.984,0.92196655,1.4305115e-06,45.5,9.25
2026-03-11 05:00:00,0.51802063,0.008987427,280.63702,281.4502,29.00764,332.17484,100782.97,0.9180603,1.4305115e-06,45.5,9.25
2026-03-11 06:00:00,0.54818726,0.06651306,280.41263,281.40356,28.315147,149.95723,100790.19,0.9038086,9.536743e-07,45.5,9.25
2026-03-11 07:00:00,0.68940735,-0.09529114,280.9468,282.1234,43.807945,518.51,100815.25,0.8720398,4.7683716e-07,45.5,9.25
2026-03-11 08:00:00,0.47991943,-0.004119873,281.48297,282.8617,102.564285,201.26024,100828.31,0.81832886,4.7683716e-07,45.5,9.25
2026-03-11 09:00:00,0.42749023,0.23841858,281.6042,283.93207,206.279,378.77725,100837.27,0.8608093,1.4305115e-06,45.5,9.25
2026-03-11 10:00:00,1.1221008,1.2299957,281.8773,285.0617,609.28894,471.46725,100828.93,0.76660156,1.7166138e-05,45.5,9.25
2026-03-11 11:00:00,0.802063,1.2217865,281.70966,286.03253,784.3489,640.165,100798.03,0.8406372,4.005432e-05,45.5,9.25
2026-03-11 12:00:00,0.6388092,1.116272,281.3719,287.14407,916.17914,815.6489,100742.266,0.99401855,7.724762e-05,45.5,9.25
2026-03-11 13:00:00,0.82151794,1.0536346,281.22394,287.50583,815.753,1114.0759,100662.0,0.9986267,1.04904175e-05,45.5,9.25
2026-03-11 14:00:00,0.9452667,0.87654114,280.63666,287.4684,894.46686,1216.8138,100592.56,0.9992981,1.335144e-05,45.5,9.25
2026-03-11 15:00:00,0.7896576,0.5071106,280.56653,287.5415,1106.8885,932.47424,100538.53,1.0,3.8146973e-06,45.5,9.25
2026-03-11 16:00:00,0.22721863,-0.061904907,279.96213,287.24982,194.75307,929.72424,100491.08,1.0,0.0,45.5,9.25
2026-03-11 17:00:00,-0.15550232,-0.80133057,281.00702,286.151,98.503204,1017.225,100471.78,0.9992981,0.0,45.5,9.25
2026-03-11 18:00:00,-0.5851898,-1.1674957,280.88147,284.82162,42.952534,886.98114,100512.22,0.980011,0.0,45.5,9.25
2026-03-11 19:00:00,-0.9153137,-0.97143555,280.53253,284.03107,38.13636,791.88464,100537.5,0.98669434,0.0,45.5,9.25
2026-03-11 20:00:00,-1.22258,-0.8170624,280.70575,283.74176,38.461338,630.3917,100534.53,0.9701843,0.0,45.5,9.25
2026-03-11 21:00:00,-1.2400208,-0.7634125,280.90717,283.40253,42.072823,626.82556,100534.45,0.9442444,1.4305115e-06,45.5,9.25
2026-03-11 22:00:00,-0.8991852,-1.6588593,280.39066,283.31528,95.45199,761.3219,100513.19,0.8211365,1.1444092e-05,45.5,9.25
2026-03-11 23:00:00,-1.0098724,-1.526413,280.42404,282.96005,58.845314,856.06146,100505.58,0.9535217,3.6239624e-05,45.5,9.25
2026-03-12 00:00:00,-1.0838623,-0.057922363,280.57196,282.9594,36.30558,801.06323,100458.42,0.99334717,9.012222e-05,45.5,9.25
2026-03-12 01:00:00,-0.860672,0.17565918,280.8056,282.89435,32.92731,745.574,100455.055,1.0,0.00026988983,45.5,9.25
2026-03-12 02:00:00,-0.944046,-0.35887146,280.9212,283.00848,31.822208,1009.5502,100408.05,1.0,0.00035715103,45.5,9.25
2026-03-12 03:00:00,-0.23135376,-1.1020508,281.44,282.81284,23.911678,1080.5378,100398.414,1.0,0.00042915344,45.5,9.25
2026-03-12 04:00:00,-0.09954834,-0.93304443,281.14154,282.52673,26.494864,1879.38,100400.55,1.0,0.00052690506,45.5,9.25
2026-03-12 05:00:00,-0.10934448,-1.113617,280.80408,282.43433,28.077953,1996.2699,100407.02,1.0,0.00060749054,45.5,9.25
2026-03-12 06:00:00,-0.174057,-1.1548309,280.97968,282.37964,29.393284,1232.5084,100451.86,1.0,0.000415802,45.5,9.25
2026-03-12 07:00:00,-0.26200867,-1.1122742,281.5188,282.76086,25.837431,3325.8936,100499.53,1.0,0.00012731552,45.5,9.25
2026-03-12 08:00:00,-0.20179749,-0.45072937,282.2699,284.1416,31.597454,3785.6174,100574.93,1.0,6.580353e-05,45.5,9.25
2026-03-12 09:00:00,-0.19985962,0.22406006,283.0936,285.94516,190.75143,4195.508,100598.09,1.0,5.2452087e-06,45.5,9.25
2026-03-12 10:00:00,-0.1491394,1.7470398,283.5481,287.7154,488.75912,2460.301,100606.14,0.99401855,1.2397766e-05,45.5,9.25
2026-03-12 11:00:00,-0.23754883,1.274765,283.33197,288.5916,681.7505,2566.8281,100600.48,1.0,0.00014781952,45.5,9.25
2026-03-12 12:00:00,-0.3766632,0.7477722,282.9206,289.3556,814.73285,916.7947,100581.16,0.9992981,2.9563904e-05,45.5,9.25
2026-03-12 13:00:00,-0.364563,0.46055603,281.69736,290.13275,920.88617,1120.5503,100506.42,0.9824829,1.1444092e-05,45.5,9.25
2026-03-12 14:00:00,-0.45230103,0.4837036,281.39288,290.44208,933.9201,1372.2931,100460.59,0.89779663,0.0,45.5,9.25
2026-03-12 15:00:00,-1.0432434,0.9919586,281.50565,290.48798,796.56995,1318.062,100442.625,0.80825806,0.0,45.5,9.25
2026-03-12 16:00:00,-0.97161865,2.0244293,281.9303,289.87466,615.9577,,100402.92,0.47094727,0.0,45.5,9.25
2026-03-12 17:00:00,-0.8603668,1.3089294,283.68402,288.48352,180.55817,,100435.484,0.39483643,0.0,45.5,9.25
2026-03-12 18:00:00,-1.3802032,1.5152893,283.54132,286.88507,93.17005,4385.275,100508.72,0.35513306,0.0,45.5,9.25
2026-03-12 19:00:00,-1.8358002,1.3492126,282.1805,285.00702,51.60917,1073.0287,100572.92,0.31323242,0.0,45.5,9.25
2026-03-12 20:00:00,-2.0092163,0.2508545,281.34375,284.13324,35.70284,996.23,100621.016,0.18746948,0.0,45.5,9.25
2026-03-12 21:00:00,-1.856842,-0.21354675,281.9902,284.4647,36.827156,654.4629,100649.3,0.19891357,0.0,45.5,9.25
2026-03-12 22:00:00,-0.27774048,-0.70059204,281.59827,283.17368,14.498273,609.4478,100648.8,0.28903198,0.0,45.5,9.25
2026-03-12 23:00:00,-0.8703766,-0.85217285,281.20914,282.649,30.591257,562.856,100646.19,0.3493042,1.4305115e-06,45.5,9.25
