time,R_roi,G_roi,B_roi,S_mean,B_R_ratio,contrast,PM25,T2M,D2M,RH,U10,V10,SP,TP,BLH,TCC,CBH,WS10,GP_500,GP_850,T_500,T_850,U_500,U_850,V_500,V_850,temperature_mean,wind_direction_mean,relative_humidity_mean,wind_speed_mean,wind_gust_max,hour,day,weekday,month,hour_sin,hour_cos,is_daytime,wind_dir_sin,wind_dir_cos
2026-03-01 03:00:00,86.92731732243229,103.46719468574348,122.42210526315787,0.2900216703749843,1.408327182130107,19.237125471357352,30.829412,282.7173,281.67267,93.2005128266994,-0.7163391,0.23466492,100841.195,1.9073486e-06,39.850513,0.81347656,396.53946,0.7537966110745102,55338.402,15095.711,249.70064,275.30075,9.322769,-0.27830505,9.539322,0.77937317,11.6,73.0,76.2,0.7,2.2,3,1,6,3,0.7071067811865475,0.7071067811865476,0,0.9563047559630354,0.29237170472273677
2026-03-01 04:00:00,86.5765457332652,103.94581502299438,123.10278487480838,0.2957339085648866,1.4218952998215248,14.599862337535772,33.40903,282.7107,281.8022,94.06250078370996,-1.0957794,0.17622375,100856.266,5.2452087e-06,47.587524,0.9651489,252.46167,1.1098591367954866,55323.098,15091.621,249.47983,275.04828,9.351929,-0.9198761,9.568161,0.44003296,11.3,84.0,81.4,1.3,3.1,4,1,6,3,0.8660254037844386,0.5000000000000001,0,0.9945218953682733,0.10452846326765346
2026-03-01 05:00:00,88.3017271333674,103.31848748083802,121.7608175779254,0.273551853851018,1.378917719413404,13.72578278411384,45.526115,282.703,281.8379,94.3385637444849,-1.4004059,-0.13841248,100861.08,6.67572e-06,65.21486,0.98999023,72.347595,1.407229440913798,55307.85,15081.527,249.28171,274.86044,9.384903,-1.3813629,9.57193,0.11164856,10.9,74.0,86.8,1.1,2.6,5,1,6,3,0.9659258262890683,0.25881904510252074,0,0.9612616959383189,0.27563735581699916
2026-03-01 06:00:00,97.63492079713848,127.31136944302504,157.80347470618293,0.3817188850861511,1.6162605735892328,17.681083686880374,45.983295,282.62634,281.76056,94.33088037487468,-1.6480255,-0.39463806,100899.97,2.861023e-06,96.78597,0.97717285,41.13127,1.6946171387811506,55315.043,15100.91,249.12534,274.77585,8.750961,-1.6464081,9.686996,-0.082336426,10.7,72.0,89.3,1.6,3.3,6,1,6,3,1.0,6.123233995736766e-17,1,0.9510565162951535,0.30901699437494745
2026-03-01 07:00:00,112.16365355135412,144.06316811446092,172.77582524271844,0.3528730325596741,1.5403904761645677,21.162996067664544,47.228165,282.59164,281.74936,94.47945394214888,-2.114334,-0.58273315,100929.11,1.1444092e-05,135.63661,0.9284668,146.68822,2.1931680710025216,55303.965,15117.297,248.99924,274.8416,8.000458,-1.7640991,10.09436,0.22846985,10.3,87.0,93.2,2.2,4.2,7,1,6,3,0.9659258262890683,-0.25881904510252063,1,0.9986295347545738,0.052335956242943966
2026-03-01 08:00:00,109.87636177823198,141.50792539601431,170.27402146142057,0.3562433957239517,1.5496874592135133,16.778180515728177,52.1715,282.77997,281.8189,93.73199335894196,-2.209015,-0.41531372,100997.36,4.2915344e-06,199.91359,0.9992981,139.22426,2.2477172322703844,55325.67,15166.453,248.94133,274.8871,7.39859,-1.83255,10.542572,0.7056122,10.0,104.0,97.4,2.0,4.3,8,1,6,3,0.8660254037844387,-0.49999999999999983,1,0.9702957262759965,-0.24192189559966779
2026-03-01 09:00:00,109.48807358201329,141.2661216147164,169.47977005620848,0.3558732672491643,1.5479290388768114,21.982301331122663,54.74085,282.811,281.69257,92.7411604075966,-2.5764923,-0.17929077,101014.69,5.722046e-06,268.47574,0.9945679,197.48627,2.582722933681908,55316.99,15178.664,249.00662,274.91394,7.230362,-2.0365295,11.188309,1.1477661,10.0,85.0,99.3,2.0,3.8,9,1,6,3,0.7071067811865476,-0.7071067811865475,1,0.9961946980917455,0.08715574274765814
2026-03-01 10:00:00,113.12785896780788,143.6703628002044,170.07870720490547,0.3413742545940663,1.5034201765445203,34.43680268590597,46.948944,283.44806,281.8797,90.00281952272996,-2.516327,0.35028076,101048.92,2.7656555e-05,256.6872,1.0,310.7506,2.5405901247063007,55341.11,15195.609,249.18973,275.08585,8.886368,-0.4459381,11.102661,2.2855682,10.1,80.0,99.3,2.6,5.6,10,1,6,3,0.49999999999999994,-0.8660254037844387,1,0.984807753012208,0.17364817766693041
2026-03-01 11:00:00,122.17587123147676,152.1560143076137,178.4802401635156,0.3259685969090706,1.460846866927731,41.22807201828255,49.51665,283.7862,281.97794,88.58289492197683,-2.4837189,0.348114,101058.1,3.1471252e-05,280.9931,1.0,360.76483,2.507995799680137,55348.996,15208.922,249.31438,275.1754,8.796646,0.041275024,11.122299,2.7915955,10.7,85.0,93.8,2.4,5.2,11,1,6,3,0.258819045102521,-0.9659258262890682,1,0.9961946980917455,0.08715574274765814
2026-03-01 12:00:00,117.91768012263668,146.92833418497702,171.65709759836486,0.3258147964004491,1.4557367136471937,41.548927358233904,36.697163,284.13446,282.06512,87.06659621861576,-2.8464203,0.43870544,101014.17,2.7179718e-05,329.6452,0.98739624,444.98618,2.8800296851486937,55317.055,15181.117,249.2634,275.3391,8.054901,0.17492676,11.063492,2.684967,11.0,75.0,90.3,2.7,5.5,12,1,6,3,1.2246467991473532e-16,-1.0,1,0.9659258262890683,0.25881904510252074
